,nom,public_prive,commune,departement,ips,taux_mention_bien+
5630,PIC LA SALLE,PRIVE,BEZIERS,HERAULT,120.0,74.2
5631,LA SALLE,PRIVE,ANNECY,HAUTE SAVOIE,120.0,54.2
5632,DE L'EPINE,PUBLIC,NOVALAISE,SAVOIE,120.1,63.5
5633,LE MOULIN A VENT,PUBLIC,THORIGNY-SUR-MARNE,SEINE-ET-MARNE,120.1,54.3
5634,GEORGES BRASSENS,PUBLIC,SAINT-ARNOULT-EN-YVELINES,YVELINES,120.1,41.6
5635,NOTRE DAME DE LA VICTOIRE,PRIVE,DINAN,COTES D'ARMOR,120.1,56.4
5636,SAINT PIERRE DE LA MER,PRIVE,SAINT-CYPRIEN,PYRENEES-ORIENTALES,120.1,82.3
5637,LA SOURCE,PUBLIC,RILLY-LA-MONTAGNE,MARNE,120.1,69.1
5638,ST THOMAS D AQUIN,PRIVE,SAINT-JEAN-DE-LUZ,PYRENEES-ATLANTIQUES,120.1,75.1
5639,SAINTE-THERESE,PRIVE,REMIRE-MONTJOLY,GUYANE,120.1,57.3
5640,CHARLES LE GOFFIC,PUBLIC,LANNION,COTES D'ARMOR,120.2,67.1
5641,DE L'ESTEY,PUBLIC,SAINT-JEAN-D'ILLAC,GIRONDE,120.2,67.4
5642,ST JOSEPH DE CLUNY,PRIVE,BAIE-MAHAULT,GUADELOUPE,120.2,69.8
5643,JEAN MOULIN,PUBLIC,TREVOUX,AIN,120.2,59.6
5644,SAINTE MARIE,PRIVE,AMBERIEU-EN-BUGEY,AIN,120.2,53.0
5645,JEANNE D'ARC,PRIVE,CHAMONIX-MONT-BLANC,HAUTE SAVOIE,120.3,65.9
5646,JEHAN BODEL,PUBLIC,ARRAS,PAS-DE-CALAIS,120.3,64.1
5647,CAMILLE CLAUDEL,PUBLIC,MONTPELLIER,HERAULT,120.3,63.4
5648,FRANCOIS GONDIN,PRIVE,CHABEUIL,DROME,120.3,61.8
5649,STE ANNE,PRIVE,MARSEILLE 8E  ARRONDISSEMENT,BOUCHES-DU-RHONE,120.3,57.5
5650,MARC SEIGNOBOS,PUBLIC,CHABEUIL,DROME,120.3,57.9
5651,SAINTE-THERESE,PRIVE,COLOMIERS,HAUTE-GARONNE,120.4,53.5
5652,-,PUBLIC,LABENNE,LANDES,120.4,60.1
5653,ST PIERRE,PRIVE,PLERIN,COTES D'ARMOR,120.4,69.3
5654,LOUIS ARAGON,PUBLIC,ROQUEVAIRE,BOUCHES-DU-RHONE,120.4,53.1
5655,NOTRE DAME,PRIVE,LISIEUX,CALVADOS,120.4,54.5
5656,STE JEANNE D'ARC-CHOISY,PRIVE,SAINT-MALO,ILLE-ET-VILAINE,120.4,70.1
5657,NOTRE DAME DE KERBONNE,PRIVE,BREST,FINISTERE,120.4,70.6
5658,BLAISE PASCAL,PUBLIC,VILLEMOISSON-SUR-ORGE,ESSONNE,120.4,57.7
5659,ANDRE MALRAUX,PUBLIC,CAGNES-SUR-MER,ALPES-MARITIMES,120.4,54.7
5660,GEORGES POMPIDOU,PUBLIC,POUILLEY-LES-VIGNES,DOUBS,120.4,60.9
5661,ST JOSEPH LES MARISTES,PRIVE,MARSEILLE  6E  ARRONDISSEMENT,BOUCHES-DU-RHONE,120.4,70.3
5662,SAINTE MARIE,PRIVE,LA SEYNE-SUR-MER,VAR,120.4,51.9
5663,RAOUL DUFY,PUBLIC,LE HAVRE,SEINE MARITIME,120.4,58.0
5664,SAINT FRANCOIS,PRIVE,VILLE-LA-GRAND,HAUTE SAVOIE,120.5,61.7
5665,JULES VERNE,PUBLIC,PLAISANCE-DU-TOUCH,HAUTE-GARONNE,120.5,56.8
5666,DON BOSCO,PRIVE,NICE,ALPES-MARITIMES,120.5,46.0
5667,LES PRES,PUBLIC,MONTIGNY-LE-BRETONNEUX,YVELINES,120.5,48.9
5668,COAT-MEZ,PUBLIC,DAOULAS,FINISTERE,120.6,63.5
5669,SAINT-LOUIS-DE-GONZAGUE,PRIVE,PERPIGNAN,PYRENEES-ORIENTALES,120.6,72.2
5670,ST JEAN BAPTISTE DE LA SALLE,PRIVE,AVIGNON,VAUCLUSE,120.6,66.5
5671,EVARISTE GALOIS,PUBLIC,BOURG-LA-REINE,HAUTS-DE-SEINE,120.6,57.0
5672,DE LA MONTCIENT,PUBLIC,GAILLON-SUR-MONTCIENT,YVELINES,120.6,52.8
5673,ENTRE DEUX VELLES,PUBLIC,SAONE,DOUBS,120.6,52.9
5674,BELLESTRE,PUBLIC,BOUAYE,LOIRE-ATLANTIQUE,120.6,48.7
5675,BON ACCUEIL,PRIVE,TOULON,VAR,120.6,70.0
5676,FRANCOISE DOLTO,PUBLIC,PACE,ILLE-ET-VILAINE,120.6,71.5
5677,ALAIN SAVARY,PUBLIC,SAINT-MATHIEU-DE-TREVIERS,HERAULT,120.7,64.1
5678,SAINT JOSEPH,PRIVE,MATZENHEIM,BAS-RHIN,120.7,52.2
5679,AMI,PRIVE,MARSEILLE  6E  ARRONDISSEMENT,BOUCHES-DU-RHONE,120.7,78.3
5680,LES TILLEULS,PRIVE,ANNECY,HAUTE SAVOIE,120.7,67.3
5681,DU MONT D'HOR,PUBLIC,SAINT-THIERRY,MARNE,120.7,67.0
5682,JACQUES PELETIER,PUBLIC,CHANGE,SARTHE,120.7,54.4
5683,SAGEBIEN,PUBLIC,AMIENS,SOMME,120.7,73.4
5684,JEANNE D'ARC,PRIVE,VERNON,EURE,120.8,63.8
5685,NOTRE DAME DES MINIMES,PRIVE,LYON  5E  ARRONDISSEMENT,RHONE,120.8,64.8
5686,SAINT RIQUIER,PRIVE,AMIENS,SOMME,120.8,81.3
5687,SAINT JOSEPH,PRIVE,THONON-LES-BAINS,HAUTE SAVOIE,120.8,72.7
5688,LA SALLE,PRIVE,AMIENS,SOMME,120.8,72.3
5689,HENRI BERGSON,PUBLIC,SAINT-CYR-SUR-LOIRE,INDRE-ET-LOIRE,120.8,57.8
5690,CLEMENT MAROT,PUBLIC,DOUVRES-LA-DELIVRANDE,CALVADOS,120.8,59.8
5691,JACQUES PREVERT,PUBLIC,VERSON,CALVADOS,120.8,68.2
5692,MONTCHAPET,PUBLIC,DIJON,COTE D'OR,120.8,59.9
5693,DON BOSCO,PRIVE,SAINT-CYR-SUR-MER,VAR,120.8,79.7
5694,JACQUES DAGUERRE,PUBLIC,CORMEILLES-EN-PARISIS,VAL-D'OISE,120.9,58.2
5695,BLAISE PASCAL,PUBLIC,CLERMONT-FERRAND,PUY-DE-DOME,120.9,72.3
5696,SAINTE IDE,PRIVE,LENS,PAS-DE-CALAIS,120.9,66.6
5697,LA SALLE SAINT NICOLAS D'IGNY,PRIVE,IGNY,ESSONNE,120.9,18.8
5698,GEORGES CHAUMETON,PUBLIC,L'UNION,HAUTE-GARONNE,120.9,58.2
5699,JARDIN DES PLANTES,PUBLIC,POITIERS,VIENNE,120.9,60.9
5700,LES SEPT ILES,PUBLIC,PERROS-GUIREC,COTES D'ARMOR,120.9,76.3
5701,ANDRE MALRAUX,PUBLIC,CHATELAILLON-PLAGE,CHARENTE-MARITIME,120.9,54.3
5702,SAINT JEAN BAPTISTE,PRIVE,MEGEVE,HAUTE SAVOIE,121.0,63.0
5703,JEANNE D'ARC,PRIVE,CHOLET,MAINE-ET-LOIRE,121.0,59.2
5704,SAINTE MARIE,PRIVE,LINSELLES,NORD,121.0,76.8
5705,LES BONS RAISINS,PUBLIC,RUEIL-MALMAISON,HAUTS-DE-SEINE,121.0,55.4
5706,SAINT PAUL,PRIVE,ANGOULEME,CHARENTE,121.0,62.6
5707,WANDA LANDOWSKA,PUBLIC,SAINT-LEU-LA-FORET,VAL-D'OISE,121.0,43.0
5708,DU SAINT COEUR,PRIVE,BEAUNE,COTE D'OR,121.1,67.0
5709,PAUL WERNERT,PUBLIC,ACHENHEIM,BAS-RHIN,121.1,66.8
5710,ST ANDRE,PRIVE,SAUMUR,MAINE-ET-LOIRE,121.1,51.4
5711,JULES FERRY,PUBLIC,SAINTE-GENEVIEVE-DES-BOIS,ESSONNE,121.1,47.4
5712,LUCIEN CEZARD,PUBLIC,FONTAINEBLEAU,SEINE-ET-MARNE,121.1,62.8
5713,JACQUES PREVERT,PUBLIC,SAINT-SYMPHORIEN-D'OZON,RHONE,121.1,61.4
5714,EMILE VERHAEREN,PUBLIC,BONSECOURS,SEINE MARITIME,121.1,58.3
5715,SEBASTIEN BRANT,PUBLIC,ESCHAU,BAS-RHIN,121.1,59.1
5716,FRANCOISE DOLTO,PUBLIC,MARLY-LA-VILLE,VAL-D'OISE,121.1,46.6
5717,JEAN ROSTAND,PUBLIC,CRAPONNE,RHONE,121.2,65.1
5718,MAINTENON,PRIVE,TOURS,INDRE-ET-LOIRE,121.2,43.9
5719,DE KERALLAN,PUBLIC,PLOUZANE,FINISTERE,121.2,67.6
5720,ST LOUIS,PRIVE,SAINT-NAZAIRE,LOIRE-ATLANTIQUE,121.2,58.3
5721,LOUIS BRAILLE,PUBLIC,ESBLY,SEINE-ET-MARNE,121.2,54.6
5722,MARCELIN BERTHELOT,PUBLIC,MONTREUIL,SEINE-SAINT-DENIS,121.2,65.8
5723,LES CHATELAINES,PUBLIC,TRIEL-SUR-SEINE,YVELINES,121.2,57.6
5724,LA TOUR D'AUVERGNE LA SALLE,PRIVE,RENNES,ILLE-ET-VILAINE,121.3,70.5
5725,SAINT VAAST-SAINT DOMINIQUE,PRIVE,BETHUNE,PAS-DE-CALAIS,121.3,68.8
5726,LE LUAT,PRIVE,PISCOP,VAL-D'OISE,121.3,21.7
5727,SAINT PAUL-BOURDON BLANC,PRIVE,ORLEANS,LOIRET,121.3,62.9
5728,LA PROVIDENCE,PRIVE,LE MESNIL-ESNARD,SEINE MARITIME,121.3,58.9
5729,VINCENT BADIE,PUBLIC,MONTARNAUD,HERAULT,121.4,60.9
5730,ALBERT EINSTEIN,PUBLIC,MAGNY-LES-HAMEAUX,YVELINES,121.4,63.0
5731,LOUIS PASTEUR,PUBLIC,BRUNOY,ESSONNE,121.4,53.1
5732,SEVIGNE,PRIVE,MARSEILLE 13E  ARRONDISSEMENT,BOUCHES-DU-RHONE,121.4,83.7
5733,RENE LONG,PUBLIC,ALBY-SUR-CHERAN,HAUTE SAVOIE,121.4,62.8
5734,GEORGE CHEPFER,PUBLIC,VILLERS-LES-NANCY,MEURTHE-ET-MOSELLE,121.4,59.0
5735,LA GUINETTE,PUBLIC,VILLECRESNES,VAL-DE-MARNE,121.4,46.7
5736,ESTRAN CHARLES DE FOUCAULD,PRIVE,BREST,FINISTERE,121.4,65.4
5737,BARTHOLDI,PUBLIC,BOULOGNE-BILLANCOURT,HAUTS-DE-SEINE,121.4,51.6
5738,DE PERANCHE,PUBLIC,SAINT-GEORGES-D'ESPERANCHE,ISERE,121.5,62.3
5739,ST JEAN LA SALLE,PRIVE,GUIDEL,MORBIHAN,121.5,62.0
5740,GERMAINE TILLION,PUBLIC,AUSSONNE,HAUTE-GARONNE,121.5,57.8
5741,NOTRE DAME,PRIVE,MACON,SAONE-ET-LOIRE,121.5,67.5
5742,LES PIERRES DOREES,PUBLIC,VAL D'OINGT,RHONE,121.5,63.5
5743,COLLEGE SAINT JOSEPH LA SALLE,PRIVE,AUXERRE,YONNE,121.5,65.5
5744,HASTIGNAN,PUBLIC,SAINT-MEDARD-EN-JALLES,GIRONDE,121.5,60.3
5745,ESPERANCE,PRIVE,AULNAY-SOUS-BOIS,SEINE-SAINT-DENIS,121.5,65.3
5746,CESAR FRANCK,PUBLIC,PARIS  2E  ARRONDISSEMENT,PARIS,121.5,65.2
5747,BLANCHE DE CASTILLE,PRIVE,NICE,ALPES-MARITIMES,121.6,67.4
5748,ROBERT DOISNEAU,PUBLIC,ITTEVILLE,ESSONNE,121.6,43.0
5749,FONTANES,PUBLIC,NIORT,DEUX-SEVRES,121.6,53.2
5750,LES HYVERNEAUX,PUBLIC,LESIGNY,SEINE-ET-MARNE,121.6,53.0
5751,HECTOR BERLIOZ,PUBLIC,COMMUNAY,RHONE,121.6,62.2
5752,LUCIE AUBRAC,PUBLIC,VERTOU,LOIRE-ATLANTIQUE,121.6,58.2
5753,EMILE ZOLA,PUBLIC,SURESNES,HAUTS-DE-SEINE,121.6,64.6
5754,MARCEL CUYNAT,PUBLIC,MONESTIER-DE-CLERMONT,ISERE,121.6,49.3
5755,CHATEAUNEUF,PRIVE,CHATEAUNEUF-DE-GALAURE,DROME,121.7,70.9
5756,MAITRISE DE MASSABIELLE,PRIVE,POINTE-A-PITRE,GUADELOUPE,121.7,63.7
5757,MASSEOT ABAQUESNE,PUBLIC,BOOS,SEINE MARITIME,121.7,52.4
5758,INTERNATIONAL EUROPOLE,PUBLIC,GRENOBLE,ISERE,121.7,86.5
5759,ST JOSEPH,PRIVE,ARGENTEUIL,VAL-D'OISE,121.7,67.9
5760,MONSEJOUR,PUBLIC,BORDEAUX,GIRONDE,121.7,61.2
5761,JEAN ZAY,PUBLIC,ROUSSET,BOUCHES-DU-RHONE,121.7,63.6
5762,UBELKA,PUBLIC,AURIOL,BOUCHES-DU-RHONE,121.7,55.3
5763,JEAN DE LA FONTAINE,PUBLIC,GEMENOS,BOUCHES-DU-RHONE,121.7,58.9
5764,OZAR HATORAH FILLES,PRIVE,CRETEIL,VAL-DE-MARNE,121.8,56.9
5765,JEAN MOULIN,PUBLIC,PARIS 14E  ARRONDISSEMENT,PARIS,121.8,69.0
5766,ANTOINE DE SAINT-EXUPERY,PUBLIC,LYON  4E  ARRONDISSEMENT,RHONE,121.8,82.8
5767,GILLES GAHINET,PUBLIC,ARRADON,MORBIHAN,121.8,68.2
5768,ALPILLES-DURANCE,PRIVE,ROGNONAS,BOUCHES-DU-RHONE,121.9,71.3
5769,LE JORAN,PUBLIC,PREVESSIN-MOENS,AIN,121.9,61.5
5770,CHARLES DE GAULLE,PUBLIC,BU,EURE-ET-LOIR,121.9,47.0
5771,RENE FORGUES,PUBLIC,SERRES-CASTET,PYRENEES-ATLANTIQUES,121.9,56.6
5772,SAINT JACQUES,PRIVE,HAZEBROUCK,NORD,121.9,62.7
5773,ASA PAULINI,PUBLIC,ANSE,RHONE,122.0,59.1
5774,SAINTE THERESE,PRIVE,CHAMPIGNY-SUR-MARNE,VAL-DE-MARNE,122.0,62.4
5775,DES LAVANDIERES,PUBLIC,BIZANOS,PYRENEES-ATLANTIQUES,122.0,69.2
5776,SAINTE CLOTILDE,PRIVE,AMIENS,SOMME,122.0,72.8
5777,SAINTE AUSTREBERTHE,PRIVE,MONTREUIL,PAS-DE-CALAIS,122.1,76.1
5778,STE APOLLINE,PUBLIC,COURDIMANCHE,VAL-D'OISE,122.1,56.3
5779,JACQUES MERCUSOT,PUBLIC,SOMBERNON,COTE D'OR,122.1,62.7
5780,GEORGE SAND,PUBLIC,LA MOTTE-SERVOLEX,SAVOIE,122.1,59.0
5781,JULES VERNE,PUBLIC,VARCES-ALLIERES-ET-RISSET,ISERE,122.1,65.3
5782,LE PRE DES ROURES,PUBLIC,LE ROURET,ALPES-MARITIMES,122.1,63.4
5783,ANNE FRANK,PUBLIC,PARIS 11E  ARRONDISSEMENT,PARIS,122.2,68.5
5784,JEAN JACQUES PERRET,PUBLIC,AIX-LES-BAINS,SAVOIE,122.2,61.9
5785,SAINT VICTOR,PRIVE,VALENCE,DROME,122.2,68.1
5786,ANDRE MALRAUX,PUBLIC,LA WANTZENAU,BAS-RHIN,122.2,62.1
5787,CHARLES PEGUY,PUBLIC,VIGY,MOSELLE,122.2,65.9
5788,LES TILLEULS,PUBLIC,CLAYE-SOUILLY,SEINE-ET-MARNE,122.2,60.3
5789,FRANCOIS MAURIAC,PUBLIC,SAINT-MEDARD-EN-JALLES,GIRONDE,122.2,61.9
5790,CITE SCO D'EXCELLENCE SPORTIVE,PUBLIC,LES ABYMES,GUADELOUPE,122.2,67.1
5791,SAINT JEAN,PRIVE,LA MADELEINE,NORD,122.2,68.4
5792,CHEVREUL LESTONNAC,PRIVE,LYON  7E  ARRONDISSEMENT,RHONE,122.3,70.0
5793,ALBERT CAMUS,PUBLIC,BOIS-COLOMBES,HAUTS-DE-SEINE,122.3,62.9
5794,DE POISY,PUBLIC,POISY,HAUTE SAVOIE,122.3,60.3
5795,FRANCOISE DOLTO,PUBLIC,PONT-A-MARCQ,NORD,122.3,60.1
5796,JACQUES OFFENBACH,PUBLIC,SAINT-MANDE,VAL-DE-MARNE,122.4,66.5
5797,L'ARCHET,PUBLIC,NICE,ALPES-MARITIMES,122.4,45.6
5798,SAINT JOSEPH,PRIVE,SAINT-BENOIT-SUR-LOIRE,LOIRET,122.4,60.0
5799,JEAN-JACQUES ROUSSEAU,PUBLIC,TASSIN-LA-DEMI-LUNE,RHONE,122.4,58.9
5800,SAINT JOSEPH,PRIVE,OLLIOULES,VAR,122.4,70.2
5801,ST JEAN-BAPTISTE,PRIVE,ARRADON,MORBIHAN,122.5,70.4
5802,NOTRE DAME,PRIVE,NIORT,DEUX-SEVRES,122.5,70.1
5803,JULES FERRY,PUBLIC,ERMONT,VAL-D'OISE,122.5,51.7
5804,STE JEANNE D ARC,PRIVE,FRANCONVILLE,VAL-D'OISE,122.5,59.4
5805,LES MARISTES,PRIVE,BOURG-DE-PEAGE,DROME,122.5,63.5
5806,ALIENOR D AQUITAINE,PUBLIC,MARTIGNAS-SUR-JALLE,GIRONDE,122.5,65.9
5807,SAINT JOSEPH - LA SALLE,PRIVE,DIJON,COTE D'OR,122.6,59.4
5808,SAINT-THOMAS D'AQUIN,PRIVE,TOULOUSE,HAUTE-GARONNE,122.6,67.4
5809,AUGUSTE RENOIR,PUBLIC,CHATOU,YVELINES,122.6,53.2
5810,FENELON NOTRE-DAME,PRIVE,LA ROCHELLE,CHARENTE-MARITIME,122.6,67.5
5811,MAITRISE NOTRE-DAME,PRIVE,DOUVRES-LA-DELIVRANDE,CALVADOS,122.6,62.2
5812,DOMINIQUE SAVIO,PRIVE,LAMBERSART,NORD,122.7,67.7
5813,SAINT BONNET,PRIVE,CHATEAUNEUF-DE-GALAURE,DROME,122.7,58.1
5814,FRANCOIS MITTERRAND,PUBLIC,SIMIANE-COLLONGUE,BOUCHES-DU-RHONE,122.7,62.0
5815,GEORGES BRASSENS,PUBLIC,SANTENY,VAL-DE-MARNE,122.7,62.6
5816,FLAVIUS VAUSSENAT,PUBLIC,ALLEVARD,ISERE,122.7,62.4
5817,STE CLOTILDE ST JOSEPH,PRIVE,AMBOISE,INDRE-ET-LOIRE,122.7,48.1
5818,ALOUETTE,PUBLIC,PESSAC,GIRONDE,122.7,61.7
5819,CHEVERUS,PUBLIC,BORDEAUX,GIRONDE,122.7,69.6
5820,ST JOSEPH,PRIVE,CAPBRETON,LANDES,122.8,73.7
5821,MARCEL PAGNOL,PUBLIC,LE PLESSIS-BOUCHARD,VAL-D'OISE,122.8,58.0
5822,ALAIN SAVARY,PUBLIC,FRONTON,HAUTE-GARONNE,122.8,58.8
5823,NOTRE DAME-SAINT JOSEPH,PRIVE,EPINAL,VOSGES,122.8,77.6
5824,CESAR FRANCK,PUBLIC,PALAISEAU,ESSONNE,122.8,53.4
5825,BELLEVUE,PRIVE,ALES,GARD,122.9,70.2
5826,LEONARD DE VINCI,PUBLIC,CHASSIEU,RHONE,122.9,64.2
5827,GERMAINE TILLION,PUBLIC,LARDY,ESSONNE,122.9,43.2
5828,SPORT NATURE,PUBLIC,LA CHAPELLE-EN-VERCORS,DROME,122.9,63.9
5829,JEAN BAUCHEZ,PUBLIC,LE BAN-SAINT-MARTIN,MOSELLE,122.9,67.8
5830,SAINTE GENEVIEVE,PRIVE,ARGENTEUIL,VAL-D'OISE,122.9,54.5
5831,NOTRE DAME DE MONGRE,PRIVE,VILLEFRANCHE-SUR-SAONE,RHONE,122.9,70.3
5832,NAZARETH,PRIVE,NICE,ALPES-MARITIMES,123.0,66.9
5833,JEAN GUEHENNO,PUBLIC,LAMBESC,BOUCHES-DU-RHONE,123.0,57.0
5834,CAMILLE SEE,PUBLIC,PARIS 15E  ARRONDISSEMENT,PARIS,123.0,60.2
5835,SAINTE CROIX,PRIVE,PROVINS,SEINE-ET-MARNE,123.0,60.7
5836,CLAUDE MONET,PUBLIC,PARIS 13E  ARRONDISSEMENT,PARIS,123.0,66.9
5837,JEAN-BAPTISTE POQUELIN,PUBLIC,PARIS  1ER ARRONDISSEMENT,PARIS,123.0,71.7
5838,HENRI CAHN,PUBLIC,BRY-SUR-MARNE,VAL-DE-MARNE,123.0,59.8
5839,MARCEL DORET,PUBLIC,VERNET,HAUTE-GARONNE,123.0,52.4
5840,LE VIEUX CHENE,PUBLIC,CHESSY,SEINE-ET-MARNE,123.0,46.2
5841,FRANCOISE GIROUD,PUBLIC,VINCENNES,VAL-DE-MARNE,123.0,59.7
5842,DE MAILLE,PRIVE,CRETEIL,VAL-DE-MARNE,123.0,64.7
5843,YVES KLEIN,PUBLIC,LA COLLE-SUR-LOUP,ALPES-MARITIMES,123.1,60.5
5844,LES MARRONNIERS,PRIVE,CONDRIEU,RHONE,123.1,52.1
5845,JANSON DE SAILLY,PUBLIC,PARIS 16E  ARRONDISSEMENT,PARIS,123.1,80.2
5846,MARCELLE RIVIER,PUBLIC,BEAUMONT-LES-VALENCE,DROME,123.2,56.2
5847,MAURICE GENEVOIX,PUBLIC,MONTROUGE,HAUTS-DE-SEINE,123.2,53.3
5848,STE MARIE,PRIVE,SAINT-ANDRE-DE-CUBZAC,GIRONDE,123.2,60.7
5849,SAINTE FAMILLE,PRIVE,BETHUNE,PAS-DE-CALAIS,123.2,67.6
5850,HENRI POURRAT,PUBLIC,CEYRAT,PUY-DE-DOME,123.2,62.9
5851,COLLEGE NOTRE DAME JEANNE D'AR,PRIVE,BRIVE-LA-GAILLARDE,CORREZE,123.2,58.7
5852,NOTRE-DAME DE FRANCE,PRIVE,MALAKOFF,HAUTS-DE-SEINE,123.3,50.3
5853,LES EYQUEMS,PUBLIC,MERIGNAC,GIRONDE,123.3,59.9
5854,LA FONTAINE AUX BERGERS,PUBLIC,OLLAINVILLE,ESSONNE,123.3,57.7
5855,ST LOUIS,PRIVE,GIGNAC-LA-NERTHE,BOUCHES-DU-RHONE,123.3,58.3
5856,UNIVERSITE,PUBLIC,REIMS,MARNE,123.3,64.7
5857,JEAN PAUL II,PRIVE,PLOEMEUR,MORBIHAN,123.3,76.0
5858,LE PETIT PRETAN,PUBLIC,GIVRY,SAONE-ET-LOIRE,123.4,72.2
5859,DU MOURION,PUBLIC,VILLENEUVE-LES-AVIGNON,GARD,123.4,59.1
5860,THEODORE MONOD,PUBLIC,VERN-SUR-SEICHE,ILLE-ET-VILAINE,123.5,66.4
5861,LE HAUT GESVRES,PUBLIC,TREILLIERES,LOIRE-ATLANTIQUE,123.5,63.5
5862,HERGE,PUBLIC,GONDECOURT,NORD,123.5,58.0
5863,SAINT-LOUIS,PRIVE,PARIS 18E  ARRONDISSEMENT,PARIS,123.5,57.8
5864,LES SABLES D'OR,PUBLIC,THOUARE-SUR-LOIRE,LOIRE-ATLANTIQUE,123.5,53.2
5865,SEMINAIRE-COLLEGE STE MARIE,PRIVE,FORT-DE-FRANCE,MARTINIQUE,123.5,60.7
5866,HAFFREINGUE,PRIVE,BOULOGNE-SUR-MER,PAS-DE-CALAIS,123.5,78.3
5867,NAZARETH,PRIVE,SAINT-MARTIN-BOULOGNE,PAS-DE-CALAIS,123.6,73.0
5868,SAINTE MARIE,PRIVE,RIOM,PUY-DE-DOME,123.6,59.9
5869,VICTOIRE DAUBIE,PUBLIC,PLOUZANE,FINISTERE,123.6,69.1
5870,RODIN,PUBLIC,PARIS 13E  ARRONDISSEMENT,PARIS,123.6,65.5
5871,BARBEY D'AUREVILLY,PUBLIC,ROUEN,SEINE MARITIME,123.6,65.5
5872,L'IMMACULEE,PRIVE,EVREUX,EURE,123.6,66.1
5873,LEONARD DE VINCI,PUBLIC,TOURNEFEUILLE,HAUTE-GARONNE,123.7,65.7
5874,ST AMAND,PRIVE,BAYONNE,PYRENEES-ATLANTIQUES,123.7,76.5
5875,MIXTE SAINT-CHARLES,PRIVE,PIGNAN,HERAULT,123.7,71.6
5876,NOTRE DAME DE LA PROVIDENCE,PRIVE,THIONVILLE,MOSELLE,123.7,77.5
5877,RENE CASSIN,PUBLIC,BALLAN-MIRE,INDRE-ET-LOIRE,123.7,60.8
5878,LES PINS,PUBLIC,CASTRIES,HERAULT,123.7,55.6
5879,SAINT BRUNO,PRIVE,EVIAN-LES-BAINS,HAUTE SAVOIE,123.8,60.6
5880,ANTOINE COYSEVOX,PUBLIC,PARIS 18E  ARRONDISSEMENT,PARIS,123.8,63.5
5881,JACQUES PREVERT,PUBLIC,PARIS  6E  ARRONDISSEMENT,PARIS,123.8,73.7
5882,LES CLOSEAUX,PUBLIC,RUNGIS,VAL-DE-MARNE,123.8,63.4
5883,JEAN CHARCOT,PUBLIC,JOINVILLE-LE-PONT,VAL-DE-MARNE,123.8,58.1
5884,GARRIGUES (LES),PUBLIC,ROGNES,BOUCHES-DU-RHONE,123.8,52.9
5885,LUCIE AUBRAC,PUBLIC,ISNEAUVILLE,SEINE MARITIME,123.8,76.3
5886,JULES MICHELET,PUBLIC,BIHOREL,SEINE MARITIME,123.8,68.0
5887,SOPHIE GERMAIN,PUBLIC,AIX-EN-PROVENCE,BOUCHES-DU-RHONE,123.9,61.3
5888,JULES FERRY,PUBLIC,VILLEFRANCHE-DE-LAURAGAIS,HAUTE-GARONNE,123.9,57.4
5889,PIERRE TERMIER-SITE MONPLAISIR,PRIVE,LYON  8E  ARRONDISSEMENT,RHONE,123.9,78.0
5890,SAINT PIERRE,PRIVE,BOURG-EN-BRESSE,AIN,123.9,64.2
5891,NOTRE-DAME DE SION,PRIVE,SAINT-OMER,PAS-DE-CALAIS,123.9,68.7
5892,SAINT-LOUIS,PRIVE,TOULOUSE,HAUTE-GARONNE,124.0,62.6
5893,HENRI MATISSE,PUBLIC,NICE,ALPES-MARITIMES,124.0,65.5
5894,RUISSATEL (LE),PUBLIC,MARSEILLE 11E  ARRONDISSEMENT,BOUCHES-DU-RHONE,124.0,49.0
5895,CHAMPCLAUX,PUBLIC,CHATEL-GUYON,PUY-DE-DOME,124.1,56.0
5896,FRANCOIS TRUFFAUT,PUBLIC,ASNIERES-SUR-SEINE,HAUTS-DE-SEINE,124.1,64.6
5897,LA TAILLETTE,PUBLIC,MENUCOURT,VAL-D'OISE,124.1,44.1
5898,MATHURIN MEHEUT,PUBLIC,MELESSE,ILLE-ET-VILAINE,124.1,66.5
5899,JEAN MONNET,PUBLIC,SAINT-JORIOZ,HAUTE SAVOIE,124.1,57.7
5900,ST EXUPERY,PUBLIC,VELIZY-VILLACOUBLAY,YVELINES,124.1,45.1
5901,JULES FERRY,PUBLIC,EAUBONNE,VAL-D'OISE,124.1,63.8
5902,MONT SAINT JEAN,PRIVE,ANTIBES,ALPES-MARITIMES,124.1,85.1
5903,ROGER CARCASSONNE,PUBLIC,PELISSANNE,BOUCHES-DU-RHONE,124.1,59.2
5904,CHABRILLAN,PRIVE,MONTELIMAR,DROME,124.1,66.6
5905,INTERNATIONAL,PUBLIC,NOISY-LE-GRAND,SEINE-SAINT-DENIS,124.2,88.7
5906,JOSEPH COLLARD,PRIVE,SAINT-HEAND,LOIRE,124.2,67.8
5907,RAYMOND POINCARE,PUBLIC,VERSAILLES,YVELINES,124.2,51.1
5908,PIERRE SUC,PUBLIC,SAINT-SULPICE-LA-POINTE,TARN,124.2,54.8
5909,INSTITUT SAINT PIERRE,PRIVE,CAEN,CALVADOS,124.2,75.6
5910,HERRADE DE LANDSBERG,PUBLIC,ROSHEIM,BAS-RHIN,124.3,67.1
5911,PIERRE ET MARIE CURIE,PUBLIC,LE PECQ,YVELINES,124.3,72.1
